id,price
193573,848.2
193574,2384.15
193575,2272.4
193576,919.85
193577,6099.0
193578,691.45
193579,13161.75
193580,3177.25
193581,14974.75
193582,1751.6
193583,5205.5
193584,784.15
193585,6493.0
193586,1748.4
193587,558.65
193588,1818.25
193589,1034.55
193590,4296.5
193591,8957.4
193592,1800.5
193593,598.45
193594,627.3
193595,8610.65
193596,5870.4
193597,3689.7
193598,644.8166666666667
193599,2095.0
193600,2759.25
193601,2443.95
193602,517.75
193603,1391.85
193604,871.45
193605,7202.9
193606,1008.7
193607,421.75
193608,1556.9
193609,3763.85
193610,7539.25
193611,11182.75
193612,5993.05
193613,585.8
193614,940.3
193615,2107.1
193616,1803.45
193617,866.8
193618,4503.35
193619,2581.5
193620,14010.4
193621,5428.95
193622,692.1
193623,1725.35
193624,5173.65
193625,3697.8
193626,4174.575
193627,4131.05
193628,1239.0
193629,1269.6
193630,2865.6
193631,12645.55
193632,805.3
193633,4772.6
193634,519.75
193635,4663.0
193636,2215.7
193637,1397.2
193638,542.45
193639,7364.0
193640,8654.05
193641,12115.35
193642,4903.15
193643,4058.5
193644,4584.45
193645,1434.3
193646,662.15
193647,4470.15
193648,1482.3
193649,5256.25
193650,1004.3
193651,2092.05
193652,1735.6
193653,488.05
193654,6351.85
193655,1893.85
193656,3843.6
193657,4057.0
193658,4900.3
193659,798.2
193660,953.225
193661,3495.9
193662,5529.2
193663,516.95
193664,5667.35
193665,1638.05
193666,6809.6
193667,3480.2
193668,1707.3
193669,680.4
193670,5057.8
193671,4555.3
193672,675.95
193673,865.35
193674,1227.55
193675,909.8
193676,913.7
193677,14015.85
193678,923.25
193679,10939.8
193680,6812.6
193681,3745.0
193682,1720.5
193683,1108.85
193684,2337.05
193685,1131.0
193686,6738.65
193687,7980.85
193688,3053.95
193689,15347.15
193690,4298.6
193691,910.55
193692,962.25
193693,2303.35
193694,694.5
193695,4558.85
193696,656.15
193697,10371.1
193698,647.25
193699,1984.25
193700,921.95
193701,7385.7
193702,16997.7
193703,1295.6
193704,694.0
193705,2721.45
193706,9059.8
193707,1202.2
193708,4127.5
193709,551.9
193710,520.45
193711,12844.25
193712,3704.85
193713,13926.8
193714,759.2
193715,2494.0
193716,5223.25
193717,14448.25
193718,852.35
193719,2304.1
193720,5475.55
193721,1320.5
193722,758.9
193723,15048.95
193724,862.75
193725,1560.5
193726,1477.55
193727,4906.65
193728,1820.9
193729,3065.87
193730,895.85
193731,2975.7375
193732,2271.3
193733,443.5
193734,1552.95
193735,5547.35
193736,4743.05
193737,3127.075
193738,2349.4
193739,640.5
193740,1449.1
193741,3729.5
193742,3004.8
193743,868.35
193744,3594.05
193745,4442.7
193746,1532.8
193747,1717.7
193748,1383.4
193749,5866.2
193750,2794.3
193751,1067.2
193752,9844.45
193753,1120.65
193754,4066.45
193755,6472.75
193756,596.25
193757,1161.9666666666667
