id,price
193573,844.2220956560635
193574,2569.9064051345354
193575,2151.866748535467
193576,874.4304259595275
193577,6165.085970437786
193578,752.417681949073
193579,12508.349388331866
193580,3040.2040867044707
193581,14926.094474766769
193582,2084.6952941162613
193583,5529.321462141529
193584,844.2149129047168
193585,6724.877281831776
193586,1780.8686443107124
193587,511.9759017680641
193588,1792.3542788370262
193589,1115.8105249018347
193590,4438.195921394636
193591,8557.555550676137
193592,1869.7605618274742
193593,492.5423619572046
193594,739.2172128928024
193595,8110.884848126848
193596,5586.188839808646
193597,3700.784759682463
193598,615.8669999062325
193599,2013.6056761683146
193600,2973.7126481083424
193601,2541.692006327853
193602,581.6758613627197
193603,1339.7229114571453
193604,788.787660215842
193605,7276.177659844158
193606,1068.494647632627
193607,285.2231480540625
193608,1541.833365444331
193609,3627.0078652482575
193610,7012.029268501767
193611,13905.293435396956
193612,5750.369605355985
193613,598.4251597245086
193614,933.5486538115293
193615,1788.1953928189964
193616,1751.829222799226
193617,850.5163680207341
193618,4576.50690334092
193619,2176.8051487260805
193620,14048.244178121142
193621,5665.188521317011
193622,662.125861438367
193623,1767.83194247253
193624,5291.796220681091
193625,3500.12572809854
193626,4489.53257733891
193627,4459.454412034923
193628,1399.4605174282924
193629,1292.4682058891785
193630,2803.883573846444
193631,13722.960394850019
193632,704.092567749569
193633,4736.6750855796745
193634,485.41147594194797
193635,4783.914066105696
193636,2342.565977055021
193637,1525.534320739269
193638,630.9237561841587
193639,7421.283030513807
193640,8513.65716672024
193641,11365.8650891738
193642,5063.536446094726
193643,3975.5660932209285
193644,5323.751555832822
193645,1538.0273190198302
193646,649.0091317792612
193647,4313.602198595875
193648,1542.2180230649856
193649,5134.250156410626
193650,997.8592430329002
193651,1908.2405217039786
193652,1801.5832864969195
193653,436.3629662767858
193654,6521.223989168136
193655,1839.4153911555902
193656,3879.163110063672
193657,3884.1965358210678
193658,4876.301937495554
193659,696.8477778380692
193660,932.7957121871472
193661,3528.1688342178772
193662,5881.322574506702
193663,346.3590679144842
193664,5545.958756923189
193665,1653.7099506709449
193666,6102.841500500219
193667,3355.733530348257
193668,1866.0224123467801
193669,714.6252417282824
193670,5413.661570113367
193671,4688.260256241172
193672,755.3136707941474
193673,939.4735828037245
193674,1222.041676502282
193675,877.6303496412485
193676,903.4228733006198
193677,13546.19480834959
193678,851.761845189802
193679,11566.581239738798
193680,6234.1511705094035
193681,3604.926070199303
193682,1663.4340824404667
193683,987.779010038115
193684,2263.832178896281
193685,1116.632925046916
193686,6826.69522005847
193687,8722.618660588027
193688,2989.667194368114
193689,15053.020822758843
193690,4361.377102462127
193691,990.0498547957253
193692,1109.3062796636423
193693,2280.0825296743083
193694,644.3252892501897
193695,5076.389560635855
193696,801.595208555062
193697,10114.611602357729
193698,838.6411167917504
193699,1737.817577835874
193700,1025.3820855856216
193701,7344.480861819245
193702,17145.21131561168
193703,1429.2254297886282
193704,853.7731189550857
193705,2680.273975817407
193706,8788.2181414715
193707,1209.7586354273947
193708,4037.6061561106635
193709,580.842397913879
193710,342.4119578999678
193711,12994.198499753435
193712,3446.1566644866725
193713,14790.322850309438
193714,630.920221461694
193715,2426.7583860673394
193716,5509.440404475581
193717,14333.819554018624
193718,906.7204542140361
193719,2213.762275389805
193720,5710.272527757558
193721,1473.297132717623
193722,751.0009970765051
193723,14747.205804667885
193724,880.2574681818
193725,1529.5272516216212
193726,1496.738285495124
193727,5162.951223812293
193728,1816.845488693934
193729,3150.403214278807
193730,824.0322174660316
193731,3228.29717340828
193732,2412.2099970295235
193733,358.2435884657747
193734,1659.7678760120614
193735,5560.02794861127
193736,4931.833475801422
193737,2995.1165222526674
193738,2472.4328798401366
193739,691.2374799479564
193740,1282.4807615283971
193741,3608.281209480214
193742,3055.8131508904526
193743,931.1799712092163
193744,3824.126478412701
193745,4305.811302273229
193746,1551.2115498309838
193747,1737.2351137549208
193748,1333.4255878450583
193749,6058.584111764882
193750,2788.8729953223537
193751,1110.516631590713
193752,10094.501294724301
193753,1034.652784619843
193754,4278.337338701826
193755,7084.8793112998965
193756,653.3508339762272
193757,1200.6649921215412
193758,2917.931109813921
193759,4818.55214282764
193760,4279.914287848296
193761,559.1374564659158
193762,5906.8251702176485
193763,847.2097153369325
193764,716.5216819066551
193765,15135.026622326523
193766,907.9216684907209
193767,5572.019368533344
193768,814.259205225479
193769,737.0321778420408
193770,862.0170509871363
193771,858.2940838724602
193772,2448.917999164296
193773,1078.5980381908157
193774,5801.325253772999
193775,788.787660215842
193776,12358.065233761321
193777,3119.2492161704017
193778,10812.79609152244
193779,3779.692859400109
193780,2503.9544055200527
193781,3891.6286652088147
193782,592.6628899598232
193783,603.8935050525573
193784,2461.960833026312
193785,5810.672001842402
193786,6776.659781064924
193787,16109.356411985971
193788,779.955687311897
193789,8946.743767719103
193790,1168.5402995784025
193791,476.83583500732425
193792,2668.923481244223
193793,4373.168286839753
193794,7820.068802501351
193795,6681.589598407097
193796,15343.268306053535
193797,2439.193030522426
193798,2547.961445787284
193799,903.614371247187
193800,2598.400863166993
193801,3015.687963116178
193802,3326.7627633927186
193803,10390.825377579109
193804,807.6553359587373
193805,11904.43230092177
193806,1065.8534117154825
193807,3196.078635141569
193808,4559.171985095967
193809,5121.656074957213
193810,1838.0677071866814
193811,5921.1820940333655
193812,2859.7033942772214
193813,413.65652396926373
193814,4890.327304287602
193815,862.0170509871363
193816,3246.431319174695
193817,1826.8355432862647
193818,2925.536388974041
193819,582.5148601768464
193820,4128.794001497035
193821,8488.627133283277
193822,3199.061682901503
193823,5209.949220023056
193824,777.5287754980694
193825,5321.542752945029
193826,1118.7488721455036
193827,470.86008856904976
193828,796.9377300899108
193829,644.9390943575186
193830,446.7137158095327
193831,952.1347409092003
193832,5563.396756823915
193833,970.6681945766971
193834,2273.5546275908778
193835,4124.512199508736
193836,6946.944068644763
193837,1560.4599009946924
193838,4802.34337591737
193839,3269.7527581398085
193840,1715.4263258241624
193841,1112.8816753257738
193842,2493.9343626076084
193843,1888.5296281777794
193844,6923.886255677905
193845,6956.938725573539
193846,4302.141840427958
193847,3271.963192361377
193848,3194.8083599432944
193849,1035.9180664607102
193850,721.4020158279081
193851,4554.189800774397
193852,9501.47417732269
193853,6831.860228356386
193854,7116.492173412649
193855,16535.983727825944
193856,466.3063050368989
193857,13731.193059734907
193858,1006.5217625426252
193859,15239.912339239128
193860,618.7557319607786
193861,1899.1434348374867
193862,12994.198499753435
193863,4524.837728784867
193864,848.4318655465541
193865,951.0217888610506
193866,1314.8837200486166
193867,526.852980470317
193868,4461.232395121958
193869,2506.1924035373668
193870,478.0252386276491
193871,1832.9806991819555
193872,8730.638575627174
193873,6880.900384314103
193874,1731.5762404714676
193875,795.9219881728538
193876,1229.2744909732094
193877,1904.557467942694
193878,1162.1057136320694
193879,9059.876179388066
193880,715.5802169474193
193881,2434.6620608741823
193882,695.3257525001496
193883,6953.264107064151
193884,1828.5004467730087
193885,730.2117655456987
193886,1718.797033389397
193887,1529.960575380721
193888,889.4006893341973
193889,1813.1013747624854
193890,4008.6232645038804
193891,3102.0913281515227
193892,687.0802644312968
193893,1293.7168009845502
193894,5063.990014806543
193895,805.3965922598113
193896,989.1290263621213
193897,2520.217731400082
193898,13452.1265478618
193899,5955.722897401864
193900,996.7033623701798
193901,4817.079277649809
193902,2879.1717833459015
193903,10779.406959280033
193904,2323.9540088402086
193905,1829.2778459308734
193906,672.2830169496726
193907,1542.0280094446969
193908,2906.124238857048
193909,702.7109583106344
193910,2449.566092037223
193911,475.0335079482545
193912,4644.220109785447
193913,2291.3801079236873
193914,6930.370466922125
193915,6727.709469758916
193916,6386.712027956248
193917,4606.216726084187
193918,475.8224073043216
193919,5453.891854927932
193920,706.8999443071252
193921,493.00327722623075
193922,1708.4390785107757
193923,904.0528026746387
193924,9705.335642785773
193925,1629.1961371879463
193926,465.1417899560046
193927,2508.1699949661634
193928,977.806498278148
193929,1853.2768281050764
193930,2536.7678873546133
193931,6184.780541957401
193932,600.6124969972252
193933,1165.5637760446336
193934,950.6427225785349
193935,874.4304259595275
193936,6771.607366055671
193937,7859.031401980784
193938,2786.060111139902
193939,1799.3454039575208
193940,1022.165213358727
193941,504.49568124236373
193942,13593.242643403837
193943,706.8206046824761
193944,2464.8704451700455
193945,1352.7180279302863
193946,1595.335810280014
193947,5007.622579269464
193948,6272.4457717350315
193949,2101.519587630894
193950,749.830837666388
193951,4997.109075153424
193952,12417.023079574026
193953,10215.301126474711
193954,771.8449171500336
193955,1108.3139978418765
193956,805.9566101336013
193957,1114.945406848611
193958,712.5315954432856
193959,4128.007754261907
193960,2566.864164096448
